#,Hierarchy Tier,Brand Name,State / Origin (HQ),Creator Handle,Followers,Views / Plays (Est.),Likes,Comments,Like-to-View %,Creator ER%,Post Date,Direct Instagram URL,Boost Status & Classification,Caption Preview
1143,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@kannanbhagavathy1,468054,319495,17270,556,5.41%,3.81%,2026-07-17,https://www.instagram.com/p/Da4X5fDKslM/,⚪ Standard Organic: Baseline organic collab reach,Unexpected surprise❤️❤️❤️ 🔥 OPPO Days @ Sathya Retail 🔥
1144,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@kannanbhagavathy1,468054,319495,17270,556,5.41%,3.81%,2025-02-06,https://www.instagram.com/p/DFvCV_Dy7Au/,⚪ Standard Organic: Baseline organic collab reach,"Who’s ready to shop till you drop at the @sathya.retail kulu kulu AC offer, grab all branded AC ! Don’t miss out the special Offer ! 🎁 Let’s treat our"
1145,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@kannanbhagavathy1,468054,319495,17270,556,5.41%,3.81%,2025-01-24,https://www.instagram.com/p/DFNcqquSmDY/,⚪ Standard Organic: Baseline organic collab reach,Your wait is over! The Realme 14 Pro Series is now available at @sathya.retail !  Step into the future of smartphones with the world’s first cold-sens
1146,Tier 4: Toggle OFF + Organic (Noise),Bajaj Electronics,Telangana & Andhra Pradesh (HQ: Hyderabad),@soundaryareddy_official,512533,318625,17223,100,5.41%,3.38%,2025-06-03,https://www.instagram.com/p/DKceW3opcPY/,⚪ Standard Organic: Baseline organic collab reach,WATER PURIFIER MELA at BAJAJ ELECTRONICS!
1147,Tier 4: Toggle OFF + Organic (Noise),Electronics Mart,Telangana & Andhra Pradesh (HQ: Hyderabad),@ambiguous_colors,504866,316627,17115,397,5.41%,3.47%,2026-08-15,https://www.instagram.com/p/DcDJb8PSfWU/,⚪ Standard Organic: Baseline organic collab reach,"Travel-ready, content-ready & now officially Fold-ready 📱✨"
1148,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@vibewithvarshuu,77528,316331,17099,352,5.41%,22.51%,2026-06-19,https://www.instagram.com/p/DZxJEhdzapk/,📈 Viral Organic Reach: High organic creator ER (22.51%),@sathya.retail Samsung Days is here at Sathya from June 19th to 21st!
1149,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@vibewithvarshuu,77528,316331,17099,352,5.41%,22.51%,2025-05-25,https://www.instagram.com/p/DKE8tUvzS8S/,📈 Viral Organic Reach: High organic creator ER (22.51%),Remote ah kudraa😡 @life.of.jayyy
1150,Tier 4: Toggle OFF + Organic (Noise),Tata Neu,"Pan-India / Maharashtra (HQ: Mumbai, Tata Digital)",@nithyaneelampath,451864,315351,17046,749,5.41%,3.94%,2025-05-31,https://www.instagram.com/p/DKUZXDZT_hk/,⚪ Standard Organic: Baseline organic collab reach,"The 5 supplements I use strength, recovery & staying on track daily:"
1151,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@havoc__sudhan,1101612,314241,16986,104,5.41%,1.55%,2025-07-24,https://www.instagram.com/p/DMfKen9Pqq5/,⚪ Standard Organic: Baseline organic collab reach,@sathya.retail Apple Day Sale ALERT!
1152,Tier 4: Toggle OFF + Organic (Noise),Aditya Vision,"Bihar, Jharkhand & UP (HQ: Patna)",@kannauj_nagri,125388,312890,16913,61,5.41%,13.54%,2026-05-02,https://www.instagram.com/p/DX1Bn_cywlt/,📈 Viral Organic Reach: High organic creator ER (13.54%),अब Aditya Vision आ गया है आपके शहर में 🎉
1153,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@aarthisubash_official,540302,312446,16889,80,5.41%,3.14%,2025-12-10,https://www.instagram.com/p/DSFligCAS6o/,⚪ Standard Organic: Baseline organic collab reach,"@sathya.retail happily launched the vivo x300 series, featuring the extraordinary ZEISS APO Telephoto Camera — a masterpiece built for photography per"
1154,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@aarthisubash_official,540302,312446,16889,80,5.41%,3.14%,2025-07-09,https://www.instagram.com/p/DL4HLTsRYKk/,⚪ Standard Organic: Baseline organic collab reach,Namba Trichy sathyala oppo Reno 14 series launch 😍📱
1155,Tier 4: Toggle OFF + Organic (Noise),Electronics Mart,Telangana & Andhra Pradesh (HQ: Hyderabad),@saivaid,232069,310726,16796,882,5.41%,7.62%,2026-05-01,https://www.instagram.com/p/DXyx6XSRMrr/,📈 Viral Organic Reach: High organic creator ER (7.62%),Some upgrades aren’t impulsive… they just feel right.
1156,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@palanivibesofficial,55369,308894,16697,39,5.41%,30.23%,2025-05-26,https://www.instagram.com/p/DKHx7LsBaZp/,📈 Viral Organic Reach: High organic creator ER (30.23%),@sathya.retail Sathya super sale is happening from May 28 - 31
1157,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@anshithaanji_official,649071,308746,16689,103,5.41%,2.59%,2025-11-22,https://www.instagram.com/p/DRWy3xAkuLn/,⚪ Standard Organic: Baseline organic collab reach,The all-new OPPO Find X9 Series is here @sathya.retail ! Powered by the MediaTek Dimensity 9500 chipset and Massive 7025mAh ultra-large battery for un
1158,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@anshithaanji_official,649071,308746,16689,103,5.41%,2.59%,2025-04-14,https://www.instagram.com/p/DIbiygPv-Pk/,⚪ Standard Organic: Baseline organic collab reach,Pre-bookings are now LIVE for the Vivo V50e at @sathya.retail ! Grab yours today and enjoy an amazing  offer on a calling smartwatch or Bluetooth spea
1159,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@vanakkamkannu_vlogs,582764,308524,16677,125,5.41%,2.88%,2026-07-17,https://www.instagram.com/p/Da5Cj1pBoJi/,⚪ Standard Organic: Baseline organic collab reach,🤙🏻😉Oppo day Sale @ sathya …!! July 17th to 19th…!!
1160,Tier 4: Toggle OFF + Organic (Noise),Croma,"Pan-India / Maharashtra (HQ: Mumbai, Tata Group)",@justaiming,456255,308173,16658,138,5.41%,3.68%,2026-07-20,https://www.instagram.com/p/DbA5Ox9Jzqc/,⚪ Standard Organic: Baseline organic collab reach,"Adulting looks a lot like getting excited over a kitchen appliance… and honestly, I get it now. 🥹✨"
1161,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@athmika_sumithran,873564,306804,16584,1218,5.41%,2.04%,2026-01-23,https://www.instagram.com/p/DT2csAPE7C1/,⚪ Standard Organic: Baseline organic collab reach,@sathya.retail Sathya Republic Day Sale is Live!
1162,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@athmika_sumithran,873564,306804,16584,1218,5.41%,2.04%,2025-10-10,https://www.instagram.com/p/DPoLx7XE2am/,⚪ Standard Organic: Baseline organic collab reach,@sathya.retail gadgets sale started!
1163,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@athmika_sumithran,873564,306804,16584,1218,5.41%,2.04%,2025-08-11,https://www.instagram.com/p/DNOANEnzk5-/,⚪ Standard Organic: Baseline organic collab reach,"Apple Days are here @sathya.retail ! From Aug 14–17, enjoy super discounts on iPhone, Apple Watch, AirPods, iPad, Mac, and more."
1164,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@athmika_sumithran,873564,306804,16584,1218,5.41%,2.04%,2025-07-16,https://www.instagram.com/p/DMLB3c4T0zm/,⚪ Standard Organic: Baseline organic collab reach,@Sathya.retail  brings you the future in your hands – pre-booking is now open for the all-new Samsung Z Fold 7 & Z Flip 7!  Prebook today and unlock e
1165,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@athmika_sumithran,873564,306804,16584,1218,5.41%,2.04%,2025-05-27,https://www.instagram.com/p/DKKQUshzCee/,⚪ Standard Organic: Baseline organic collab reach,@sathya.retail Sathya super sale is happening from May 28 - 31
1166,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@pavi__shan,510481,306711,16579,80,5.41%,3.26%,2025-10-03,https://www.instagram.com/p/DPWl3QxDXZr/,⚪ Standard Organic: Baseline organic collab reach,Shan shocked!!🤯
1167,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@pavi__shan,510481,306711,16579,80,5.41%,3.26%,2025-08-07,https://www.instagram.com/p/DNCiHWLyJ9_/,⚪ Standard Organic: Baseline organic collab reach,🤩✨
1168,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@pavi__shan,510481,306711,16579,80,5.41%,3.26%,2025-07-05,https://www.instagram.com/p/DLukbysynCl/,⚪ Standard Organic: Baseline organic collab reach,The Oppo Reno 14 Series is Here!
1169,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@pavi__shan,510481,306711,16579,80,5.41%,3.26%,2025-04-11,https://www.instagram.com/p/DITZIsiyFrC/,⚪ Standard Organic: Baseline organic collab reach,Tamil New Year Sale is ON at @sathya.retail ! Celebrate with unbeatable deals! Don’t miss the exciting offers
1170,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@ramwithjini_tamilchuttihoney,294387,306471,16566,118,5.41%,5.67%,2026-08-12,https://www.instagram.com/p/Db8RQ9PB4yv/,📈 Viral Organic Reach: High organic creator ER (5.67%),இந்த வீட்டு வேலைகாரியா நான்🤣😂 #viral @jinisnmahi Independence day sale @sathya.retail
1171,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@ramwithjini_tamilchuttihoney,294387,306471,16566,118,5.41%,5.67%,2026-06-27,https://www.instagram.com/p/DaFvUNCB23i/,📈 Viral Organic Reach: High organic creator ER (5.67%),Friends வீட்டுக்கு வாராங்க🤣 Twist இருக்கு😂🤣 The Wait Is Over! @sathya.retail Full Moon Sale Is Here
1172,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@jananii_venkat,699257,305953,16538,381,5.41%,2.42%,2026-01-14,https://www.instagram.com/p/DTffX3EkS9c/,⚪ Standard Organic: Baseline organic collab reach,@sathya.retail oppo reno 15 series officially launched
1173,Tier 4: Toggle OFF + Organic (Noise),Croma,"Pan-India / Maharashtra (HQ: Mumbai, Tata Group)",@cookwithajay,93117,305453,16511,72,5.41%,17.81%,2025-10-30,https://www.instagram.com/p/DQbtyXjEsQa/,📈 Viral Organic Reach: High organic creator ER (17.81%),Coffee lovers and ice cream lovers assemble!
1174,Tier 4: Toggle OFF + Organic (Noise),Pai International,Karnataka & Telangana (HQ: Bengaluru),@deesha.umesh,330691,304547,16462,90,5.41%,5.01%,2026-04-08,https://www.instagram.com/p/DW3nighoFUt/,📈 Viral Organic Reach: High organic creator ER (5.01%),What my bestie expects when she attends an event…💅✨
1175,Tier 4: Toggle OFF + Organic (Noise),Tata Neu,"Pan-India / Maharashtra (HQ: Mumbai, Tata Digital)",@digidoty,1201360,304491,16459,221,5.41%,1.39%,2025-06-19,https://www.instagram.com/p/DLFMOLfT-ND/,⚪ Standard Organic: Baseline organic collab reach,Shopping karne ka best time 🔥
1176,Tier 4: Toggle OFF + Organic (Noise),Tata Neu,"Pan-India / Maharashtra (HQ: Mumbai, Tata Digital)",@digidoty,1201360,304491,16459,221,5.41%,1.39%,2025-05-02,https://www.instagram.com/p/DJJxeEuIwVz/,⚪ Standard Organic: Baseline organic collab reach,Crazyy Tech and Crazy Rewards 🤯
1177,Tier 4: Toggle OFF + Organic (Noise),Tata Neu,"Pan-India / Maharashtra (HQ: Mumbai, Tata Digital)",@digidoty,1201360,304491,16459,221,5.41%,1.39%,2025-04-12,https://www.instagram.com/p/DIWTPenTU3I/,⚪ Standard Organic: Baseline organic collab reach,"Check out this cool AirDrop hack - it will blow your mind, iPhone users!"
1178,Tier 4: Toggle OFF + Organic (Noise),Tata Neu,"Pan-India / Maharashtra (HQ: Mumbai, Tata Digital)",@digidoty,1201360,304491,16459,221,5.41%,1.39%,2025-03-15,https://www.instagram.com/p/DHOPbCcI-cP/,⚪ Standard Organic: Baseline organic collab reach,Shopping Pe Savings🤩
1179,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@jasmine_official_14,490220,304195,16443,119,5.41%,3.38%,2025-11-22,https://www.instagram.com/p/DRWovxfEtT7/,⚪ Standard Organic: Baseline organic collab reach,"Gadgets Day Sale is live @sathya.retail for 3 days — November 21, 22, and 23!"
1180,Tier 4: Toggle OFF + Organic (Noise),Reliance Digital,"Pan-India / Maharashtra (HQ: Mumbai, Reliance Retail)",@dr_debasish78,134444,304029,16434,162,5.41%,12.34%,2025-08-09,https://www.instagram.com/p/DNIk4PbhbyB/,📈 Viral Organic Reach: High organic creator ER (12.34%),"Because of smart tech, I have the freedom to shoot comfortably everyday."
1181,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@virudhunagar_veyilnagaram,60402,302012,16325,103,5.41%,27.20%,2026-07-26,https://www.instagram.com/p/DbQVw1Jhfth/,📈 Viral Organic Reach: High organic creator ER (27.2%),"விருதுநகர், சிவகாசி மக்கள்  கவனத்திற்கு 📣"
1182,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@virudhunagar_veyilnagaram,60402,302012,16325,103,5.41%,27.20%,2026-06-28,https://www.instagram.com/p/DaIbc9nvHKP/,📈 Viral Organic Reach: High organic creator ER (27.2%),The Wait Is Over! @sathya.retail  Full Moon Sale Is Here
1183,Tier 4: Toggle OFF + Organic (Noise),Croma,"Pan-India / Maharashtra (HQ: Mumbai, Tata Group)",@voxhub.rehan,118293,300736,16256,3991,5.41%,17.12%,2026-01-16,https://www.instagram.com/p/DTkbdphgjuC/,📈 Viral Organic Reach: High organic creator ER (17.12%),Gen Zs are quick with trends...but Math? thoda weak hai 😌
1184,Tier 4: Toggle OFF + Organic (Noise),Pai International,Karnataka & Telangana (HQ: Bengaluru),@chandna_gowda_official,229117,300736,16256,8,5.41%,7.10%,2025-01-05,https://www.instagram.com/p/DEbq6dpPcoO/,📈 Viral Organic Reach: High organic creator ER (7.1%),Can’t wait to unbox Redmi Note 14 pro plus
1185,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@jomas_journey,579389,297276,16069,284,5.41%,2.82%,2025-09-19,https://www.instagram.com/p/DOyRiVzEgjT/,⚪ Standard Organic: Baseline organic collab reach,"Hisense 100 inch U7Q Mini LED TV officially launched @sathya.retail . With VIDAA smart OS updates for 8 years, this TV stands as global’s no.1 in the "
1186,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@jo_joshitha1,147972,295852,15992,29,5.41%,10.83%,2026-02-20,https://www.instagram.com/p/DU97N0akRuZ/,📈 Viral Organic Reach: High organic creator ER (10.83%),@sathya.retail GADGETS DAY SALE
1187,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@dimplekanna_,103579,295611,15979,106,5.41%,15.53%,2025-11-20,https://www.instagram.com/p/DRRtm6qkh7x/,📈 Viral Organic Reach: High organic creator ER (15.53%),Blame game 🔪👊🏼
1188,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@dimplekanna_,103579,295611,15979,106,5.41%,15.53%,2025-10-10,https://www.instagram.com/p/DPogLeIEgkQ/,📈 Viral Organic Reach: High organic creator ER (15.53%),Inevitable process nanba 🫠
1189,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@dimplekanna_,103579,295611,15979,106,5.41%,15.53%,2025-09-19,https://www.instagram.com/p/DOyRid0EhNf/,📈 Viral Organic Reach: High organic creator ER (15.53%),Tag that tea kadai friend 🫶😂
1190,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@dimplekanna_,103579,295611,15979,106,5.41%,15.53%,2025-09-06,https://www.instagram.com/p/DOQFPOUkjnZ/,📈 Viral Organic Reach: High organic creator ER (15.53%),Comment for more tips 😂
1191,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@dimplekanna_,103579,295611,15979,106,5.41%,15.53%,2025-08-12,https://www.instagram.com/p/DNQUx6lxTxa/,📈 Viral Organic Reach: High organic creator ER (15.53%),Tag that annoying friend 😂😂
1192,Tier 4: Toggle OFF + Organic (Noise),Pai International,Karnataka & Telangana (HQ: Bengaluru),@gombe____22,661358,293595,15870,50,5.41%,2.41%,2026-04-21,https://www.instagram.com/p/DXZUQqWD85j/,⚪ Standard Organic: Baseline organic collab reach,Why is no one talking about this phone??
1193,Tier 4: Toggle OFF + Organic (Noise),Bajaj Electronics,Telangana & Andhra Pradesh (HQ: Hyderabad),@vineelaambati,105496,290838,15721,791,5.41%,15.65%,2026-07-08,https://www.instagram.com/p/DaiDCcpBNLG/,📈 Viral Organic Reach: High organic creator ER (15.65%),Looking for a new laptop? 💻✨
1194,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@hemarajkumar_official,1402141,290061,15679,48,5.41%,1.12%,2026-08-11,https://www.instagram.com/p/Db6DcVBJAga/,⚪ Standard Organic: Baseline organic collab reach,My New Story Begins with Vivo S2!
1195,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@hemarajkumar_official,1402141,290061,15679,48,5.41%,1.12%,2025-07-22,https://www.instagram.com/p/DMZgtS-RVoT/,⚪ Standard Organic: Baseline organic collab reach,Witnessed the future unfold — Galaxy Z Fold7 & Z Flip7 launched in style with Galaxy AI 💫 Proud to be part of this grand moment with @sathya.retail
1196,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@hemarajkumar_official,1402141,290061,15679,48,5.41%,1.12%,2025-02-25,https://www.instagram.com/p/DGfvrhIyJNX/,⚪ Standard Organic: Baseline organic collab reach,The all-new Vivo V50 is here! Now available @sathya.retail . Experience next-level performance with the Snapdragon 7 Gen 3 processor and a powerful 60
1197,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@hemarajkumar_official,1402141,290061,15679,48,5.41%,1.12%,2025-01-24,https://www.instagram.com/p/DFNDOK3yT5z/,⚪ Standard Organic: Baseline organic collab reach,Republic Day Super offer  at @sathya.retail ! Get ready for unbeatable deals from Jan 25th to Jan 27th!
1198,Tier 4: Toggle OFF + Organic (Noise),Great Eastern,West Bengal & East India (HQ: Kolkata),@calcuttacanvasofficial,257011,289451,15646,103,5.41%,6.13%,2026-06-24,https://www.instagram.com/p/DZ-bgJjstaI/,📈 Viral Organic Reach: High organic creator ER (6.13%),Another Street Art of Kolkata during FIFA World Cup 2026❤️
1199,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@nonfictionstreaming,428566,288951,15619,409,5.41%,3.74%,2025-03-10,https://www.instagram.com/p/DHAewFaRxTj/,⚪ Standard Organic: Baseline organic collab reach,Homemade chocolate icecream with no artificial sweetener🍨♥️
1200,Tier 4: Toggle OFF + Organic (Noise),Tata Neu,"Pan-India / Maharashtra (HQ: Mumbai, Tata Digital)",@anahitakaranjia,496434,286972,15512,76,5.41%,3.14%,2025-06-19,https://www.instagram.com/p/DLFZqENt2TI/,⚪ Standard Organic: Baseline organic collab reach,help my indecisive self decide which speakers I should get before the Tata Neu Monsoon shopping days sale ends!!
1201,Tier 4: Toggle OFF + Organic (Noise),Electronics Mart,Telangana & Andhra Pradesh (HQ: Hyderabad),@techie__anshu,308130,286879,15507,15900,5.41%,10.19%,2026-05-01,https://www.instagram.com/p/DXx_bj0RHWr/,📈 Viral Organic Reach: High organic creator ER (10.19%),Apple Days are LIVE!🔥😍
1202,Tier 4: Toggle OFF + Organic (Noise),Tata Neu,"Pan-India / Maharashtra (HQ: Mumbai, Tata Digital)",@nerd_in_you,398202,286213,15471,359,5.41%,3.98%,2025-06-01,https://www.instagram.com/p/DKW7Uxyz9nK/,⚪ Standard Organic: Baseline organic collab reach,"While your favourite team is winning, don’t just cheer but also earn rewards while doing so!"
1203,Tier 4: Toggle OFF + Organic (Noise),Croma,"Pan-India / Maharashtra (HQ: Mumbai, Tata Group)",@naisuonly,239225,286010,15460,142,5.41%,6.52%,2026-04-12,https://www.instagram.com/p/DXCdETnDHF0/,📈 Viral Organic Reach: High organic creator ER (6.52%),Garmi ma keri Ane AC banne vagar na rahevaay haaan! Etle j fatafat Croma jaine AC lai aavo ! Baaki keri no bandobast jaate karvo padshe 😅😅
1204,Tier 4: Toggle OFF + Organic (Noise),Vijay Sales,Maharashtra / Pan-India (HQ: Mumbai),@naisuonly,239225,286010,15460,142,5.41%,6.52%,2025-12-17,https://www.instagram.com/p/DSXIVoTCJmF/,📈 Viral Organic Reach: High organic creator ER (6.52%),Tamara bhulakkad friend ne pan Samsung Galaxy A17 5G phone na features yaad Rahi jaay Eva che!
1205,Tier 4: Toggle OFF + Organic (Noise),Reliance Digital,"Pan-India / Maharashtra (HQ: Mumbai, Reliance Retail)",@naisuonly,239225,286010,15460,142,5.41%,6.52%,2026-01-18,https://www.instagram.com/p/DTpow_PEmB5/,📈 Viral Organic Reach: High organic creator ER (6.52%),"Mummy ne maand maand manavi che, tame pan maani jao ane pahochi jao Reliance digital to make your life easier."
1206,Tier 4: Toggle OFF + Organic (Noise),Reliance Digital,"Pan-India / Maharashtra (HQ: Mumbai, Reliance Retail)",@naisuonly,239225,286010,15460,142,5.41%,6.52%,2025-01-18,https://www.instagram.com/p/DE-HNNrtIM-/,📈 Viral Organic Reach: High organic creator ER (6.52%),"Jyare tamari Bahen Tamara thi ekdam opposite hoy tyare she can be soooo annoying!!! Two different people, two different passions!! Pan bahen to bahen "
1207,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@gracy.thangavel,218245,284585,15383,108,5.41%,7.10%,2025-04-13,https://www.instagram.com/p/DIY5CCPzyca/,📈 Viral Organic Reach: High organic creator ER (7.1%),#LG AC
1208,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@gracy.thangavel,218245,284585,15383,108,5.41%,7.10%,2025-01-24,https://www.instagram.com/p/DFNayWZyJFV/,📈 Viral Organic Reach: High organic creator ER (7.1%),"Exciting news!  The Realme 14 Pro Series has officially launched, and it’s now available at @sathya.retail ! Experience the world’s first cold-sensiti"
1209,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@jeevithamurugesh_,236899,284474,15377,135,5.41%,6.55%,2026-08-12,https://www.instagram.com/p/Db7EAvtzFHJ/,📈 Viral Organic Reach: High organic creator ER (6.55%),My New Story Begins with Vivo S2!
1210,Tier 4: Toggle OFF + Organic (Noise),Pai International,Karnataka & Telangana (HQ: Bengaluru),@taffu_tafheem,346296,283290,15313,130,5.41%,4.46%,2026-01-23,https://www.instagram.com/p/DT2wbF2ki17/,⚪ Standard Organic: Baseline organic collab reach,"Hau re miyaan, Republic Day ka dhamaka full on hai Pai International mai 🇮🇳🔥"
1211,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@ammuarasan189,374503,283235,15310,142,5.41%,4.13%,2026-06-27,https://www.instagram.com/p/DaFrVFfPdRs/,⚪ Standard Organic: Baseline organic collab reach,சட்டசபை சினிமா அளவுக்கு போகுது 😂 டிவி தான் ஓடல
1212,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@ajith_unique,349248,282328,15261,183,5.41%,4.42%,2025-08-06,https://www.instagram.com/p/DNBH9WdznCM/,⚪ Standard Organic: Baseline organic collab reach,Get ready for the Full Moon Sale at @sathya.retail  happening this August 8 from morning 9 AM to midnight 12! Don’t miss special offers on ACs and was
1213,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@know_as_bby123,550475,281422,15212,35,5.41%,2.77%,2026-06-27,https://www.instagram.com/p/DaFJwtnpXsI/,⚪ Standard Organic: Baseline organic collab reach,The Wait Is Over! @sathya.retail  Full Moon Sale Is Here
1214,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@know_as_bby123,550475,281422,15212,35,5.41%,2.77%,2025-12-03,https://www.instagram.com/p/DRzWx2zidIh/,⚪ Standard Organic: Baseline organic collab reach,"@sathya.retail Experience the all-new Vivo X300 & X300 Pro with 23mm and 50mm ZEISS lenses, including a 200MP ZEISS main camera. Powered by the Pro Im"
1215,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@know_as_bby123,550475,281422,15212,35,5.41%,2.77%,2025-11-03,https://www.instagram.com/p/DQmAmMHiT0t/,⚪ Standard Organic: Baseline organic collab reach,😂Don’t miss the biggest shopping day of the month!
1216,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@know_as_bby123,550475,281422,15212,35,5.41%,2.77%,2025-03-22,https://www.instagram.com/p/DHgS4mPy1b-/,⚪ Standard Organic: Baseline organic collab reach,"OPPO F29 Series is now available at @sathya.retail ! Powered by Snapdragon 6 Gen 1, 6500mAh battery with 45W SuperVOOC™️ charging, and IP66, IP68, IP6"
1217,Tier 4: Toggle OFF + Organic (Noise),Pai International,Karnataka & Telangana (HQ: Bengaluru),@saismart002,244000,281403,15211,89,5.41%,6.27%,2025-03-27,https://www.instagram.com/p/DHtKdhiTnHe/,📈 Viral Organic Reach: High organic creator ER (6.27%),"Hey, everyone! I’m so excited to be here today because I’m a part of something BIG!"
1218,Tier 4: Toggle OFF + Organic (Noise),Vijay Sales,Maharashtra / Pan-India (HQ: Mumbai),@staywowdiaries,110344,280774,15177,94,5.41%,13.84%,2025-07-18,https://www.instagram.com/p/DMQBTW3ooYm/,📈 Viral Organic Reach: High organic creator ER (13.84%),"Introducing the new vivo X200 FE – designed for real moments, real streets, and real style."
1219,Tier 4: Toggle OFF + Organic (Noise),Pai International,Karnataka & Telangana (HQ: Bengaluru),@janani_reddy_,305823,280423,15158,46,5.41%,4.97%,2026-04-30,https://www.instagram.com/p/DXwJZvlvhlh/,⚪ Standard Organic: Baseline organic collab reach,This is your sign to upgrade EVERYTHING 😮🔥
1220,Tier 4: Toggle OFF + Organic (Noise),Bajaj Electronics,Telangana & Andhra Pradesh (HQ: Hyderabad),@nani_vijayawada_abbayi,240211,278813,15071,71,5.41%,6.30%,2025-10-17,https://www.instagram.com/p/DP5Zr96E99a/,📈 Viral Organic Reach: High organic creator ER (6.3%),Post your Diwali decor setup🪔
